,BookID,Price,DiscountPercentage,Exists,EarliestDeliveryDate
103,30338,152000,25,True,10 مهر
104,63038,120000,30,True,9 مهر
105,8587,7000,-1,False,---
106,53367,149000,10,True,9 مهر
107,116171,98000,20,True,9 مهر
108,19787,79000,-1,False,---
109,93304,50000,30,True,9 مهر
110,75616,120000,20,True,9 مهر
111,3957,11500,-1,False,---
112,22129,65000,15,True,9 مهر
113,22377,59700,-1,False,---
114,16899,50000,-1,False,---
115,73592,65900,-1,False,---
116,13527,140000,-1,False,---
117,146,45000,20,True,9 مهر
118,3512,79000,25,True,12 مهر
119,60432,30000,25,True,10 مهر
120,27572,3500,-1,False,---
121,41569,29900,20,True,9 مهر
122,32359,20000,30,True,9 مهر
123,30340,350000,-1,False,---
124,102616,130000,20,True,9 مهر
125,12963,280000,15,True,9 مهر
126,63048,379000,20,True,9 مهر
127,96782,7000,10,True,12 مهر
128,24994,48000,-1,False,---
129,53372,170000,5,True,9 مهر
130,8617,3000,-1,False,---
131,116223,40000,20,True,9 مهر
132,93308,50000,30,True,9 مهر
133,19794,45000,-1,False,---
134,75619,105000,-1,False,---
135,41570,550000,20,True,9 مهر
136,22137,57100,20,True,9 مهر
137,8624,18500,-1,False,---
138,24997,25000,-1,False,---
139,22380,15800,-1,False,---
140,16902,70000,-1,False,---
141,16904,43000,-1,False,---
142,32376,120000,25,True,9 مهر
143,30354,99000,-1,False,---
144,27586,20000,-1,False,---
145,102623,230000,20,True,9 مهر
146,191,130000,-1,False,---
147,12978,130000,20,True,12 مهر
148,12976,70000,25,True,9 مهر
149,63074,259000,20,True,9 مهر
150,50247,480000,-1,False,---
151,3963,88000,-1,False,---
152,13170,38000,-1,False,---
153,53380,69000,-1,False,---
154,13551,21000,-1,False,---
155,90559,8000,-1,False,---
156,116269,180000,15,True,9 مهر
157,93321,50000,20,True,9 مهر
158,19805,80000,-1,False,---
159,75620,110000,-1,False,---
160,41580,10800,20,True,9 مهر
161,22164,4500,20,True,9 مهر
162,8652,12000,-1,False,---
163,102625,85000,20,True,9 مهر
164,16917,20000,-1,False,---
165,22382,67500,-1,False,---
166,3966,28000,-1,False,---
167,12979,120000,25,True,9 مهر
168,32377,23000,30,True,9 مهر
169,63090,100000,30,True,9 مهر
170,24999,4500,-1,False,---
171,19808,87000,-1,False,---
172,75621,105000,-1,False,---
173,53389,480000,25,True,9 مهر
174,41602,150000,25,True,9 مهر
175,93326,50000,30,True,9 مهر
176,27588,5000,-1,False,---
177,47374,299900,20,True,12 مهر
178,64165,195000,30,True,12 مهر
179,119247,150000,30,True,12 مهر
180,30357,72000,-1,False,---
181,22165,98500,15,True,9 مهر
182,3281,88000,20,True,9 مهر
183,198,85000,-1,False,---
184,3280,22000,-1,False,---
185,116274,220000,20,True,9 مهر
186,13562,52000,-1,False,---
187,8656,170000,-1,False,---
188,102628,80000,20,True,9 مهر
189,22383,31500,-1,False,---
190,3970,22000,-1,False,---
191,93346,119000,20,True,9 مهر
192,32386,17000,30,True,9 مهر
193,53499,89000,25,True,9 مهر
194,25001,4500,-1,False,---
195,41609,60000,30,True,9 مهر
196,19810,75000,-1,False,---
197,30360,35000,-1,False,---
198,13571,22000,-1,False,---
199,12998,22000,20,True,9 مهر
200,22190,103000,20,True,9 مهر
201,63097,120000,30,True,9 مهر
202,102629,150000,30,True,9 مهر
203,27596,60000,-1,False,---
204,202,280000,20,True,9 مهر
205,2004,92000,25,True,10 مهر
206,3599,65000,25,True,12 مهر
207,8669,47500,-1,False,---
208,16926,450000,-1,False,---
209,75627,110000,15,True,9 مهر
210,22384,14800,-1,False,---
211,116321,98000,20,True,9 مهر
212,106198,595000,30,True,10 مهر
213,3988,15000,-1,False,---
214,93361,50000,25,True,9 مهر
215,53510,110000,25,True,9 مهر
216,13573,9000,-1,False,---
217,63098,40000,20,True,9 مهر
218,13003,51000,15,True,9 مهر
219,29826,35000,-1,False,---
220,19813,12500,-1,False,---
221,32398,20000,30,True,9 مهر
222,102635,145000,20,True,9 مهر
223,22192,220000,20,True,9 مهر
224,22193,240000,20,True,9 مهر
225,25020,9500,-1,False,---
226,27605,12000,-1,False,---
227,41614,100000,20,True,9 مهر
228,116342,250000,10,True,9 مهر
229,75630,110000,-1,False,---
230,93382,50000,30,True,9 مهر
231,223,280000,20,True,9 مهر
232,16927,90000,-1,False,---
233,53541,180000,25,True,9 مهر
234,22393,10500,-1,False,---
235,30363,29000,-1,False,---
236,8715,88000,-1,False,---
237,4000,90000,-1,False,---
238,4044,90000,-1,False,---
239,4045,90000,-1,False,---
240,4046,90000,-1,False,---
241,13578,69000,-1,False,---
242,19816,25000,-1,False,---
243,63106,140000,20,True,9 مهر
244,102640,180000,20,True,9 مهر
245,13007,70000,25,True,9 مهر
246,25021,65000,-1,False,---
247,32435,118000,25,True,9 مهر
248,16928,40000,-1,False,---
249,27607,2500,-1,False,---
250,41648,80000,20,True,9 مهر
251,116361,180000,20,True,9 مهر
252,53574,190000,20,True,9 مهر
253,93417,50000,20,True,9 مهر
254,30365,7000,-1,False,---
255,13603,98000,-1,False,---
256,62623,98000,20,True,10 مهر
257,242,50000,20,True,9 مهر
258,22394,23500,-1,False,---
259,75631,115000,30,True,9 مهر
260,63113,56000,30,True,9 مهر
261,8721,25000,-1,False,---
262,22213,19800,15,True,9 مهر
263,102656,40000,30,True,9 مهر
264,4009,66000,-1,False,---
265,25022,25000,-1,False,---
266,19818,13500,-1,False,---
267,32449,13000,30,True,9 مهر
268,40476,450000,20,True,9 مهر
269,16930,150000,-1,False,---
270,64297,39000,15,True,10 مهر
271,6111,30000,20,True,10 مهر
272,13018,80000,15,True,9 مهر
273,6105,110000,30,True,9 مهر
274,112467,55000,20,True,10 مهر
275,6100,40000,30,True,10 مهر
276,120277,30000,25,True,12 مهر
277,82654,48500,-1,False,---
278,52764,59000,-1,False,---
279,23788,15000,-1,False,---
280,27611,3000,-1,False,---
281,116432,850000,15,True,9 مهر
282,53575,85000,20,True,9 مهر
283,41651,280000,30,True,9 مهر
284,93418,99000,30,True,9 مهر
285,13611,49000,-1,False,---
286,32478,280000,30,True,9 مهر
287,25023,150000,-1,False,---
288,4010,70000,-1,False,---
289,19821,10000,-1,False,---
290,273,125000,20,True,9 مهر
291,30374,26000,-1,False,---
292,75633,120000,-1,False,---
293,22220,180000,20,True,9 مهر
294,102693,240000,30,True,9 مهر
295,63118,135000,15,True,9 مهر
296,27619,45000,-1,False,---
297,116439,40000,15,True,9 مهر
298,8727,20000,-1,False,---
299,13098,220000,25,True,9 مهر
300,22395,149500,-1,False,---
301,27142,9000,-1,False,---
302,30853,300000,20,True,12 مهر
303,16932,7500,-1,False,---
304,41712,167000,25,True,9 مهر
305,53578,45000,10,True,9 مهر
306,93431,50000,30,True,9 مهر
307,13628,110000,20,True,9 مهر
308,21721,22500,-1,False,---
309,25025,120000,-1,False,---
310,30390,42000,-1,False,---
311,32513,122500,30,True,9 مهر
312,92669,42000,25,True,12 مهر
313,4023,140000,20,True,9 مهر
314,82698,115000,20,True,9 مهر
315,4022,22900,-1,False,---
316,4024,11600,-1,False,---
317,116630,210000,20,True,9 مهر
318,19843,7500,-1,False,---
319,13100,240000,20,True,9 مهر
320,27629,160000,-1,False,---
321,41834,168000,25,True,9 مهر
322,22403,6500,-1,False,---
323,22402,6500,-1,False,---
324,102705,370000,30,True,9 مهر
325,13632,50000,20,True,12 مهر
326,22667,180000,25,True,12 مهر
327,281,200000,15,True,9 مهر
328,8728,50000,-1,False,---
329,22245,19800,20,True,9 مهر
330,53579,82000,20,True,9 مهر
331,30391,42000,-1,False,---
332,93439,50000,20,True,9 مهر
333,75635,110000,20,True,9 مهر
334,25028,11000,-1,False,---
335,63122,255000,25,True,9 مهر
336,4025,17000,-1,False,---
337,32514,137500,30,True,9 مهر
338,32202,35000,15,True,12 مهر
339,27270,58000,25,True,10 مهر
340,16959,19000,-1,False,---
341,116902,265000,20,True,9 مهر
342,13110,75000,30,True,9 مهر
343,27633,7000,-1,False,---
344,102711,420000,30,True,9 مهر
345,13635,9500,-1,False,---
346,22408,3600,-1,False,---
347,49244,165000,25,True,12 مهر
348,19845,15000,-1,False,---
349,41897,150000,25,True,9 مهر
350,8750,110000,-1,False,---
351,116903,270000,20,True,9 مهر
352,14053,95000,10,True,9 مهر
353,14054,90000,30,True,12 مهر
354,300,50000,-1,False,---
355,87560,45000,-1,False,---
356,25055,20000,-1,False,---
357,22250,59800,20,True,9 مهر
358,4064,32900,-1,False,---
359,93455,45000,30,True,9 مهر
360,63125,220000,25,True,9 مهر
361,13132,12000,25,True,9 مهر
362,17011,3500,-1,False,---
363,27644,2900,-1,False,---
364,53608,85000,15,True,9 مهر
365,75643,170000,20,True,9 مهر
366,30401,48000,-1,False,---
367,32516,78500,30,True,9 مهر
368,13643,10000,-1,False,---
369,102718,350000,20,True,9 مهر
370,39599,950000,10,True,10 مهر
371,19846,45000,-1,False,---
372,22409,14900,-1,False,---
373,117043,320000,20,True,9 مهر
374,302,450000,10,True,9 مهر
375,8754,10000,-1,False,---
376,41943,65000,25,True,9 مهر
377,25057,14000,-1,False,---
378,93460,60000,30,True,9 مهر
379,22279,68000,-1,False,---
380,53612,100000,15,True,9 مهر
381,30402,17000,-1,False,---
382,17022,29000,-1,False,---
383,105982,104000,-1,False,---
384,27645,30000,-1,False,---
385,102724,380000,20,True,9 مهر
386,63139,40000,30,True,9 مهر
387,13151,45000,30,True,9 مهر
388,22411,16800,-1,False,---
389,32517,47500,30,True,9 مهر
390,4082,25000,-1,False,---
391,42569,155000,25,True,12 مهر
392,19848,16500,-1,False,---
393,117044,240000,20,True,9 مهر
394,8756,5000,-1,False,---
395,13644,45000,-1,False,---
396,75764,75000,30,True,9 مهر
397,23132,198000,25,True,9 مهر
398,23133,198000,25,True,9 مهر
399,23134,95000,25,True,9 مهر
400,344,180000,-1,False,---
401,41948,21000,20,True,9 مهر
402,93484,50000,30,True,9 مهر
403,98355,95000,20,True,10 مهر
404,25094,12000,-1,False,---
405,30420,120000,-1,False,---
406,53613,60000,15,True,9 مهر
407,17029,33000,-1,False,---
408,22285,103000,20,True,9 مهر
409,19849,15000,-1,False,---
410,358,40000,25,True,9 مهر
411,27646,140000,-1,False,---
412,117180,110000,20,True,9 مهر
413,63159,130000,30,True,9 مهر
414,13173,500000,20,True,9 مهر
415,102751,170000,30,True,9 مهر
416,93488,96000,25,True,9 مهر
417,25095,28000,-1,False,---
418,22413,16500,-1,False,---
419,75782,45000,-1,False,---
420,8758,50000,-1,False,---
421,53616,85000,15,True,9 مهر
422,4085,9900,-1,False,---
423,4086,42000,-1,False,---
424,32519,120000,20,True,9 مهر
425,41952,193000,30,True,9 مهر
426,13676,99000,-1,False,---
427,35776,42000,25,True,12 مهر
428,30450,49000,-1,False,---
429,17034,9000,-1,False,---
430,22333,128600,20,True,9 مهر
431,19854,4500,-1,False,---
432,380,275000,25,True,9 مهر
433,3470,220000,25,True,10 مهر
434,3469,35000,-1,False,---
435,27649,17000,-1,False,---
436,117181,165000,20,True,9 مهر
437,13183,800000,30,True,9 مهر
438,102771,65000,20,True,9 مهر
439,75803,250000,10,True,9 مهر
440,104901,270000,-1,False,---
441,93496,30000,15,True,9 مهر
442,25107,39000,-1,False,---
443,41954,50000,30,True,9 مهر
444,32531,75000,30,True,9 مهر
445,53617,90000,15,True,9 مهر
446,22352,95000,20,True,9 مهر
447,22416,25900,-1,False,---
448,63160,60000,30,True,9 مهر
449,13678,75000,-1,False,---
450,46726,435000,25,True,12 مهر
451,19856,4500,-1,False,---
452,8761,3000,-1,False,---
453,30455,35000,-1,False,---
454,17042,110000,-1,False,---
455,43092,50000,-1,False,---
456,4089,50000,-1,False,---
457,27652,88000,-1,False,---
458,396,150000,20,True,9 مهر
459,95045,285000,30,True,12 مهر
460,102774,180000,25,True,9 مهر
461,117199,105000,25,True,9 مهر
462,13217,62500,20,True,9 مهر
463,25114,35000,-1,False,---
464,93498,45000,20,True,9 مهر
465,75828,65000,30,True,9 مهر
466,42062,400000,25,True,9 مهر
467,53618,90000,15,True,9 مهر
468,32623,75000,20,True,9 مهر
469,22357,125600,20,True,9 مهر
470,13679,390000,15,True,9 مهر
471,63179,249000,15,True,9 مهر
472,102789,50000,15,True,9 مهر
473,8797,18000,-1,False,---
474,12432,30000,-1,False,---
475,17056,35000,-1,False,---
476,19884,16000,-1,False,---
477,30019,27000,-1,False,---
478,4096,12500,-1,False,---
479,30456,49000,-1,False,---
480,398,210000,25,True,9 مهر
481,117249,65000,15,True,9 مهر
482,22418,3800,-1,False,---
483,13221,135000,15,True,9 مهر
484,42297,45000,15,True,9 مهر
485,27654,5700,-1,False,---
486,25115,25000,-1,False,---
487,93530,40000,30,True,9 مهر
488,75844,125000,30,True,9 مهر
489,53626,180000,15,True,9 مهر
490,112968,70000,15,True,9 مهر
491,22372,250000,20,True,9 مهر
492,32642,15000,30,True,9 مهر
493,13686,60000,-1,False,---
494,102795,320000,30,True,9 مهر
495,8820,6000,-1,False,---
496,63183,90000,-1,False,---
497,415,68000,20,True,9 مهر
498,42523,50000,25,True,10 مهر
499,4100,19000,-1,False,---
500,4113,20900,-1,False,---
501,19900,10000,-1,False,---
502,93563,85000,30,True,9 مهر
504,117381,257000,15,True,9 مهر
505,63435,112000,25,True,9 مهر
506,30469,35000,-1,False,---
507,17057,6000,-1,False,---
508,22422,2900,-1,False,---
509,13235,150000,-1,False,---
510,27656,3600,-1,False,---
511,102813,85000,10,True,9 مهر
512,13687,45000,-1,False,---
513,22404,176000,20,True,9 مهر
514,53627,48000,15,True,9 مهر
515,25124,18000,-1,False,---
516,54063,35000,-1,False,---
517,74806,350000,20,True,10 مهر
518,42320,495000,30,True,9 مهر
519,52222,550000,20,True,12 مهر
520,8824,6000,-1,False,---
521,63197,50000,20,True,9 مهر
522,32645,75000,20,True,9 مهر
523,473,360000,20,True,9 مهر
524,30703,23000,-1,False,---
525,4111,25000,-1,False,---
526,19915,30000,-1,False,---
527,93567,225000,25,True,9 مهر
529,22423,198500,20,True,9 مهر
530,30472,15000,-1,False,---
531,96443,30000,-1,False,---
532,117435,530000,20,True,9 مهر
533,13238,16500,15,True,9 مهر
534,13689,100000,-1,False,---
535,17077,4500,-1,False,---
536,490,355000,30,True,9 مهر
537,53630,150000,15,True,9 مهر
538,22452,19800,-1,False,---
539,27658,16500,-1,False,---
540,25128,25000,-1,False,---
541,8825,6000,-1,False,---
542,42352,117500,20,True,9 مهر
543,19920,18000,-1,False,---
544,63208,220000,30,True,9 مهر
545,102824,289000,20,True,9 مهر
546,4121,55000,-1,False,---
547,4108,34000,-1,False,---
548,100724,69000,20,True,9 مهر
549,32646,69000,-1,False,---
551,22425,14500,-1,False,---
552,93568,185000,20,True,9 مهر
553,30477,70000,-1,False,---
554,13271,180000,20,True,9 مهر
555,117438,130000,20,True,9 مهر
556,17078,4000,-1,False,---
557,13696,20000,-1,False,---
558,22466,180000,15,True,9 مهر
559,25130,12000,-1,False,---
560,63346,68000,25,True,9 مهر
561,53631,150000,15,True,9 مهر
562,88787,330000,20,True,9 مهر
563,106100,230000,15,True,10 مهر
564,89370,65000,10,True,10 مهر
565,1831,110000,20,True,12 مهر
566,505,205000,20,True,9 مهر
567,40295,160000,25,True,12 مهر
568,32648,35000,20,True,9 مهر
569,42467,164000,30,True,9 مهر
570,27660,4300,-1,False,---
571,102825,250000,20,True,9 مهر
572,93611,90000,30,True,9 مهر
573,13272,180000,25,True,9 مهر
574,19921,11000,-1,False,---
575,8826,6000,-1,False,---
576,75962,120000,25,True,9 مهر
577,22431,28000,-1,False,---
578,117463,230000,20,True,9 مهر
579,30483,40000,-1,False,---
580,4117,45000,30,True,9 مهر
581,4126,7000,-1,False,---
582,17079,2200,-1,False,---
583,13698,6500,-1,False,---
584,22477,980000,-1,False,---
585,538,59000,30,True,9 مهر
586,25134,855000,-1,False,---
587,53632,150000,15,True,9 مهر
588,63350,168000,10,True,9 مهر
589,93615,160000,20,True,9 مهر
590,19944,15000,-1,False,---
591,42490,76500,15,True,9 مهر
592,32649,17000,20,True,9 مهر
593,17085,9500,-1,False,---
594,22433,4500,-1,False,---
595,4128,15900,-1,False,---
596,4120,24900,-1,False,---
597,102829,108000,20,True,9 مهر
598,13699,14000,-1,False,---
599,13274,180000,20,True,9 مهر
600,117629,250000,20,True,9 مهر
601,8831,36000,-1,False,---
602,25136,30000,-1,False,---
603,25137,30000,-1,False,---
604,22580,45000,20,True,9 مهر
605,65796,85000,25,True,12 مهر
606,30489,50000,-1,False,---
607,65838,120000,-1,False,---
608,76153,30000,30,True,9 مهر
609,27662,5000,-1,False,---
610,54495,259000,30,True,12 مهر
611,544,210000,20,True,9 مهر
612,3517,275000,30,True,12 مهر
613,63384,83000,30,True,9 مهر
614,53634,130000,15,True,9 مهر
615,19946,295000,30,True,12 مهر
616,19945,40000,-1,False,---
617,97458,340000,25,True,10 مهر
618,93829,250000,25,True,9 مهر
619,42501,140000,20,True,9 مهر
620,32652,30000,15,True,9 مهر
621,32654,30000,-1,False,---
622,17086,4000,-1,False,---
623,102839,83000,20,True,9 مهر
624,4135,36000,-1,False,---
625,22436,28500,-1,False,---
627,25146,447000,-1,False,---
628,27663,5500,-1,False,---
629,93851,208000,25,True,9 مهر
630,63458,400000,30,True,9 مهر
631,17087,84000,-1,False,---
632,13279,60000,15,True,9 مهر
633,39108,90000,25,True,12 مهر
634,13703,14000,-1,False,---
635,42520,35000,30,True,9 مهر
636,98074,99500,30,True,12 مهر
637,76202,195000,25,True,9 مهر
638,32667,35000,20,True,9 مهر
639,100540,30000,-1,False,---
640,53638,55000,15,True,9 مهر
641,12855,450000,20,True,12 مهر
642,12856,450000,30,True,9 مهر
643,573,200000,-1,False,---
644,19959,490000,10,True,9 مهر
645,19958,490000,10,True,9 مهر
646,19957,10000,-1,False,---
647,8834,6000,-1,False,---
648,22616,118000,25,True,9 مهر
649,30492,30000,-1,False,---
650,102856,145000,20,True,9 مهر
651,4573,100000,20,True,10 مهر
652,4572,185000,25,True,12 مهر
653,11210,52000,25,True,12 مهر
654,83778,100000,25,True,10 مهر
655,4753,35000,30,True,12 مهر
656,103262,85000,20,True,12 مهر
657,112807,90000,30,True,12 مهر
658,112809,100000,30,True,12 مهر
659,4138,2200,-1,False,---
660,4146,35000,-1,False,---
661,22437,26000,-1,False,---
662,27665,60000,-1,False,---
663,25150,38000,-1,False,---
664,93852,54000,30,True,9 مهر
666,13284,50000,15,True,9 مهر
667,42556,219900,20,True,9 مهر
668,65428,40000,-1,False,---
669,13709,50000,-1,False,---
670,17092,6500,-1,False,---
671,19966,26000,-1,False,---
672,53640,60000,15,True,9 مهر
673,102862,185000,10,True,9 مهر
674,32689,150000,20,True,9 مهر
675,63479,35000,15,True,9 مهر
676,8855,6500,-1,False,---
677,22627,18000,25,True,9 مهر
678,588,320000,10,True,9 مهر
679,27816,50000,-1,False,---
680,30493,22000,-1,False,---
681,76252,9000,20,True,9 مهر
682,80982,90000,25,True,10 مهر
683,4186,7500,-1,False,---
684,27671,35000,-1,False,---
685,22440,13500,-1,False,---
686,25159,25000,-1,False,---
687,13722,33000,-1,False,---
688,117780,285000,20,True,9 مهر
689,93855,224000,30,True,9 مهر
690,13289,54000,20,True,9 مهر
691,53645,150000,15,True,9 مهر
692,42563,50000,15,True,9 مهر
693,81656,55000,15,True,10 مهر
694,19999,6500,-1,False,---
695,47712,6500,-1,False,---
696,63483,90000,15,True,9 مهر
697,30503,17000,-1,False,---
698,32691,58000,30,True,9 مهر
699,620,2200000,15,True,9 مهر
700,22637,180000,25,True,9 مهر
701,33349,160000,-1,False,---
702,102878,58000,30,True,9 مهر
703,27675,3500,-1,False,---
704,76350,400000,10,True,9 مهر
705,22441,200000,-1,False,---
706,4198,225000,25,True,10 مهر
707,4196,225000,-1,False,---
708,4193,45000,-1,False,---
709,47506,80000,-1,False,---
710,8891,12500,-1,False,---
711,107421,155000,15,True,9 مهر
712,17098,68000,-1,False,---
713,25173,88000,-1,False,---
714,13724,12000,-1,False,---
715,93876,500000,20,True,9 مهر
717,53647,70000,15,True,9 مهر
718,47714,20000,30,True,12 مهر
719,20000,9000,-1,False,---
720,32701,24000,30,True,9 مهر
721,22644,60000,25,True,9 مهر
722,681,75000,30,True,9 مهر
723,22453,39500,-1,False,---
724,42591,110000,20,True,9 مهر
725,102880,165000,20,True,9 مهر
726,27677,3300,-1,False,---
727,17100,110000,-1,False,---
728,13300,48000,10,True,9 مهر
729,25176,40000,-1,False,---
730,76400,49000,30,True,9 مهر
731,8903,5000,-1,False,---
732,63520,35000,30,True,9 مهر
733,30512,43000,-1,False,---
734,13739,115000,-1,False,---
735,93877,260000,30,True,9 مهر
736,4200,5500,-1,False,---
737,117883,185000,20,True,9 مهر
738,22659,89000,30,True,9 مهر
739,53650,120000,15,True,9 مهر
740,20002,9000,-1,False,---
741,32710,65000,20,True,9 مهر
742,102960,10000,20,True,9 مهر
743,22457,39500,-1,False,---
744,27678,2900,-1,False,---
745,24834,80000,20,True,9 مهر
746,718,100000,20,True,9 مهر
747,41305,42000,15,True,10 مهر
748,63566,90000,30,True,9 مهر
749,93963,850000,10,True,9 مهر
750,25177,4000,-1,False,---
751,13306,78000,25,True,9 مهر
752,19599,170000,15,True,10 مهر
753,52534,120000,20,True,9 مهر
754,17104,130000,15,True,9 مهر
755,17101,98000,-1,False,---
756,76406,100000,-1,False,---
757,4204,20000,-1,False,---
758,8924,40000,-1,False,---
759,117921,170000,20,True,9 مهر
760,30526,18000,-1,False,---
761,13740,90000,-1,False,---
762,42993,28000,-1,False,---
763,22682,83000,30,True,9 مهر
764,42604,112000,30,True,9 مهر
765,102962,15500,20,True,9 مهر
766,53657,70000,15,True,9 مهر
767,22460,54500,-1,False,---
768,32819,140000,10,True,9 مهر
769,20003,9000,-1,False,---
770,27680,3100,-1,False,---
771,720,600000,25,True,9 مهر
772,37194,210000,-1,False,---
773,25188,125000,-1,False,---
774,63597,30000,20,True,9 مهر
775,32848,150000,15,True,9 مهر
776,103006,110000,30,True,9 مهر
777,42632,59000,30,True,9 مهر
778,17108,60000,-1,False,---
779,22461,2100,-1,False,---
780,94037,65000,30,True,9 مهر
781,13741,254000,15,True,9 مهر
782,22726,59000,30,True,9 مهر
783,23363,59000,-1,False,---
784,23364,20000,-1,False,---
785,76413,250000,25,True,9 مهر
786,117928,75000,20,True,9 مهر
787,30538,34000,-1,False,---
788,13315,78000,30,True,9 مهر
789,8946,65000,-1,False,---
790,47713,20000,30,True,12 مهر
791,20004,9000,-1,False,---
792,53659,95000,15,True,9 مهر
793,4207,25000,-1,False,---
794,27684,26000,-1,False,---
795,25193,55000,-1,False,---
796,32854,182000,30,True,9 مهر
797,729,108000,15,True,9 مهر
798,2312,50000,-1,False,---
799,103009,110000,10,True,9 مهر
800,17111,65000,-1,False,---
801,13330,329000,30,True,9 مهر
802,53664,80000,15,True,9 مهر
803,63601,13000,20,True,9 مهر
804,22741,25000,30,True,9 مهر
805,94085,250000,10,True,9 مهر
806,30546,85000,-1,False,---
807,50190,100000,25,True,12 مهر
808,13743,12000,-1,False,---
809,22465,25000,-1,False,---
810,25201,15500,-1,False,---
811,20005,12000,-1,False,---
812,117929,250000,-1,False,---
813,76500,3100000,30,True,9 مهر
814,27685,26000,-1,False,---
815,8955,57900,-1,False,---
816,42691,130000,15,True,9 مهر
817,81657,80000,-1,False,---
818,109964,375000,20,True,9 مهر
819,73956,65000,30,True,10 مهر
820,4208,9500,-1,False,---
821,32864,272000,25,True,9 مهر
822,103019,15000,30,True,9 مهر
823,734,294500,30,True,9 مهر
824,17126,6500,-1,False,---
825,13376,85000,25,True,9 مهر
826,53674,60000,30,True,9 مهر
827,63604,65000,30,True,9 مهر
828,22754,59000,30,True,9 مهر
829,94173,55000,15,True,9 مهر
830,13774,57000,-1,False,---
831,4209,9000,-1,False,---
832,22472,28500,-1,False,---
833,20007,70000,-1,False,---
834,25208,80000,-1,False,---
835,28466,175000,-1,False,---
836,103044,115000,10,True,9 مهر
837,17177,45000,-1,False,---
838,8967,10000,-1,False,---
839,32870,115000,20,True,9 مهر
840,13382,7000,20,True,9 مهر
841,42692,150000,15,True,9 مهر
842,84672,120000,-1,True,12 مهر
843,81658,95000,25,True,12 مهر
844,27687,10000,-1,False,---
