,BookID,PersonID
351,63350,4145
352,19944,2634
353,42490,21526
354,32649,7176
355,17085,1176
356,22433,6189
357,4128,4219
358,4120,3154
359,4120,3155
360,102829,20719
361,13699,6399
362,117629,2922
363,22580,5659
364,30489,5186
365,54495,30429
366,544,714
367,3517,3882
368,63384,13473
369,19946,6236
370,19945,813
371,97458,255
372,93829,34357
373,42501,218
374,17086,4184
375,102839,11133
376,4135,660
377,25146,5177
378,93851,49962
379,93851,cd778a95efe799c2ddfffc677a0c64e7
380,17087,5182
381,39108,6959
382,13703,272
383,42520,11908
384,98074,11908
385,76202,33597
386,32667,b0f8c4eda1e200a40ef13e1172e6686f
387,100540,ff8b4573a0ed3b091b496a26f3037def
388,12855,7577
389,12856,2367
390,573,746
391,19959,988
392,19958,988
393,19957,988
394,30492,5186
395,4573,4201
396,4572,4001
397,11210,1026
398,83778,4330
399,4753,3990
400,103262,4392
401,112807,5055
402,112809,5055
403,4138,4160
404,4146,3303
405,42556,3058
406,65428,272
407,13709,620
408,17092,242
409,19966,1006
410,22627,13283
411,588,759
412,27816,15992
413,30493,ee51a65402164d5e61e48c413f0e3b99
414,80982,6630
415,4186,4239
416,22440,2554
417,25159,5177
418,13722,8024
419,117780,21546
420,93855,31863
421,42563,2e5ab2ec5fedbed0c04e8784e992363a
422,81656,44360
423,19999,11498
424,47712,19219
425,63483,226
426,30503,660
427,620,253
428,22637,2974
429,22637,3274
430,33349,806
431,102878,55387
432,102878,9383
433,27675,15232
434,76350,988
435,4198,263
436,4196,263
437,4193,4196
438,47506,4196
439,107421,18254
440,17098,6013
441,13724,4ba57a38f567b0536816389b351f0948
442,53647,30017
443,47714,19219
444,20000,11498
445,22644,2974
446,22644,3274
447,681,854
448,102880,55387
449,102880,9383
450,27677,3578
451,17100,9983
452,25176,11461
453,76400,21879
454,30512,17717
455,13739,2617
456,93877,9788
457,4200,4239
458,22659,185
459,20002,11498
460,22457,3281
461,27678,847a0ba2358976a1bbecd30ac4db4d5c
462,24834,912
463,718,2303
464,41305,2922
465,93963,f378de5cb162f6e15065beb58da7303a
466,25177,13014
467,19599,474
468,52534,10111
469,17104,4045
470,17101,3426
471,76406,20419
472,4204,2338
473,117921,7b61bf707cd7fc8c8b0d1befe25ddffa
474,13740,8029
475,42993,7096
476,22682,10003
477,42604,18169
478,22460,9259
479,20003,11498
480,720,915
481,37194,2762
482,63597,53275
483,22461,a5c7d9c92cd06c0b8b66b063fa73f314
484,94037,6497
485,13741,8030
486,30538,1113
487,13315,7795
488,47713,19219
489,20004,11498
490,53659,16493
491,4207,3533
492,25193,4419
493,25193,4429
494,729,880
495,2312,2be0a853d787aaa5c63b2dd762645eb9
496,103009,5f9080589c4bdb096b9837397fd4f817
497,13330,2621
498,94085,50249
499,94085,8560
500,50190,8030
501,13743,8030
502,25201,2810
503,20005,11498
504,117929,8034
505,42691,24424
506,81657,44360
507,109964,f72a4948791431b2bb7a88b8de9ec9d6
508,73956,3168
509,4208,4244
510,32864,11443
511,734,561
512,17126,161
513,13376,e2441c8c0534ba4ddc7cf19ceedd887f
514,22754,13377
515,94173,50326
516,22472,13202
517,20007,2393
518,25208,11461
519,28466,2365
520,17177,5134
521,13382,660
522,42692,24424
523,84672,5929c7794aab21bc77115ba0eed40b6c
524,81658,44360
525,117993,4063
526,76541,41648
527,22760,2310
528,103688,55755
529,111859,53393
530,115723,12789
531,30555,4117
532,3853,780
533,736,933
534,3851,7732
535,80973,935
536,103765,2b5cdf3f9247b3f1d4429a039ce5be01
537,51354,4123
538,4212,4248
539,13786,6106
540,20015,4146
541,20015,11505
542,25212,3274
543,25212,3779
544,8984,228
545,30567,6753
546,17181,10043
547,103057,23127
548,13390,2681
549,4217,2338
550,22762,702
551,60023,14827
552,13787,cd9ebf5ff913d854c0cdc0b33a05ee8f
553,742,880
554,76891,21761
555,22093,989
556,20017,4517
557,25217,2378
558,43778,3068
559,43778,8011
560,9048,3318
561,118028,32250
562,30591,2292
563,22487,13010
564,13392,3313
565,17185,10044
566,76618,41666
567,4220,2713
568,13809,8076
569,752,947
570,42735,0e6b5d318cd07f96fa78b88d7457f21c
571,119285,69720
572,22791,13397
573,103232,3639b6d7f7de50240d1331cc5314b75d
574,103317,231
575,94580,15346
576,63628,23776
577,22488,02bfa8a569b2ba8cefea0acdc11bac49
578,76648,22453
579,13398,1006
580,17190,41649f8f52ae7a32d15ec691378f20c7
581,35259,150
582,13823,730
583,4221,987
584,103249,44226
585,30614,5ac730ba7c58e620bc471e4228a68fd2
586,22799,13386
587,22489,4108
588,758,957
589,13400,7854
590,22252,13005
591,17191,10050
592,13833,2541
593,25222,14636
594,22838,13332
595,4231,4257
596,22493,13224
597,94620,3949
598,23932,3828
599,50294,561
600,812,987
601,120527,7ec81f7730195f6fe3f95956c57ee16b
602,37810,1107
603,10788,1151
604,30615,17783
605,17195,10054
606,113926,66919
607,113926,66932
608,13407,541
609,103358,3622
610,25224,7864
611,22904,1154
612,32954,741
613,53754,12413
614,94621,31143
615,816,992
616,22494,4960
617,76670,16819
618,4233,4239
619,20042,2626
620,103364,18770
621,16177,3453
622,13412,7867
623,22908,13460
624,13868,8117
625,25228,10143
626,33016,11839
627,53795,3274
628,76672,965
629,20050,7732
630,63687,17892
631,4241,4264
632,27721,94380cb3a2f820e18e77b3245388de2a
633,22520,3870
634,33017,11839
635,25229,7278
636,90821,567
637,8440,411
638,73859,3594
639,12851,4777
640,33348,17926
641,29803,4095
642,92436,40364
643,47425,7795
644,30027,2482
645,56799,40f356f6c77bff00b11f178c0d23ca76
646,76667,9f7c21e4803e4f4a2ce0f4d0c4d5f30d
647,77003,5d3dc969570ef6d238a4b1961cf3df98
648,112016,27794
649,115870,33739
650,120549,70156
651,823,567
652,8439,3826
653,27541,1184
654,30861,17926
655,33961,2482
656,53825,4bd522766c194afb072b61f7b50a198d
657,63696,18390
658,22936,13386
659,4245,4256
660,22524,3622
661,22524,3655
662,103503,12671
663,17216,5250
664,33066,5347
665,20054,11534
666,63701,6338
667,25244,567
668,75867,4614
669,4264,660
670,5485,2756
671,5591,4611
672,119501,68435
673,9102,5088
674,22957,13364
675,22958,13364
676,13490,759
677,83871,7645
678,53171,7645
679,847,1049
680,847,1048
681,94674,31863
682,94674,ee82ca198645d13dc06b452fe1c1e30c
683,17217,5250
684,33078,14314
685,20055,11534
686,116351,5186
687,119545,5186
688,119546,5186
689,119548,5186
690,63712,3376
691,4295,3885
692,49260,10079
693,113472,10079
694,30632,3665
695,103533,6921
696,76803,16999
697,931,1107
698,27737,16136
699,82512,10469
700,13929,3477
701,17220,10072
702,13491,759
703,53324,7645
704,9108,3665
705,20056,11534
706,22993,483
707,58167,5308
708,25268,13014
709,43176,19247a7328d2e73ae7523f770cab947b
710,4316,660
711,30633,8b2abbbd6e587d2b3f888a68ae0a1061
712,63722,3181
713,939,2311
714,939,23412cac87a241288fa63e0fd4e3c6a2
715,20057,11534
716,17226,340
717,23056,2283
718,42953,8a99c68ace3a43779d34ab17950a9b5a
719,119374,ceaf6ba26dab88da25dbe73096e3c4e8
720,22528,3765
721,13503,3243
722,13934,3665
723,53833,27299
724,25269,9264
725,55521,4848
726,83769,4330
727,4322,660
728,20058,11534
729,94877,3465
730,940,228
731,103660,25738
732,63727,14955
733,23082,13046
734,49320,afa8bae1823c179a83ee1dfbc8d6682e
735,30637,10467
736,119393,e9dbdc8b3366a5f84a830b04d1e925b8
737,76862,28042
738,42998,592
739,13935,5961
740,53837,30117
741,45300,849
742,45301,849
743,13531,7914
744,4336,4293
745,4338,4295
746,4338,4296
747,64182,2511
748,58899,32546
749,4335,2968
750,4417,4319
751,4681,2756
752,9139,4098
753,945,16
754,2996,228
755,17238,482
756,63729,34920
757,94904,50851
758,94904,50852
759,30642,1103
760,13936,3665
761,42999,7575
762,22542,5186
763,22540,5186
764,22539,5186
765,20163,11645
766,4345,4188
767,4345,80d22be344fff368cdc812dc85548c0a
768,9164,5599
769,9164,5600
770,954,880
771,20785,2646
772,104736,8160
773,111391,8160
774,114012,66920
775,17239,482
776,63767,1583a8418201ca3fb209684ec8918792
777,33208,19156
778,94967,3465
779,30645,1103
780,30661,1103
781,53840,30119
782,4368,4287
783,40236,20028
784,13937,3020
785,63778,6927
786,33225,5241
787,22544,6570328572365513e6c81a0aa0c0ac51
788,20187,11682
789,23121,6054
790,119411,6608
791,9166,5066
792,95184,4077
793,13563,485
794,7427,152
795,76876,33725
796,27766,16150
797,27768,16150
798,970,880
799,104738,46562
800,20787,2646
801,111394,46562
802,4369,1026
803,13941,8146
804,25297,5054
805,20215,6576
806,4381,4291
807,95260,1111
808,103272,51486
809,974,2205
810,9190,5616
811,33227,9232
812,43090,24604
813,103855,41485
814,23155,dd10799a1c0b53e6de5fcfc12a71d5d5
815,68778,23048
816,95460,51283
817,76555,16152
818,57448,31854
819,27772,16152
820,83103,821
821,13946,4397
822,20232,242
823,63800,3904
824,119558,31792
825,5441,4600
826,4386,660
827,43104,1015
828,25342,43843
829,9193,4008
830,103893,75bc8bacc8a4e6d133af0b6e83574493
831,81230,5439
832,27773,3148
833,23166,1160
834,39242,3274
835,39242,17827
836,30706,17827
837,13968,3554
838,13583,7944
839,63802,3357
840,33909,176
841,989,c17c573588ddbc80aa65916bc743ab7e
842,31932,11709
843,20240,11709
844,49299,3251
845,4395,660
846,5532,2488
847,76982,1074
848,43128,12117
849,95281,22034
850,13977,335
851,25347,1044
852,25347,1043
853,23172,702
854,20246,880
855,56603,262367de668d861bea8d348704f44a21
856,14065,8219
857,9198,91c567b270c3ac715a709e79b66ba2dc
858,77052,18538
859,4410,660
860,33247,19173
861,13605,5932
862,43142,14871
863,1009,238
864,21737,2242
865,4065,2242
866,19015,10973
867,116689,3807
868,79696,10973
869,89358,10973
870,109529,945
871,13983,670d175168a5edebc86b6b70abb03690
872,17286,10113
873,53883,14509
874,25352,ca0ca38308e7a32df9619f52f35ef052
875,23197,185
876,9199,901
877,63933,11500
878,64543,11763
879,1012,164
880,3623,4003
881,30709,4862
882,4424,1056
883,13646,4033
884,27796,1151
885,95423,20244
886,111347,ca0bb79089218e693039d1a14671236c
887,77279,4492
888,20250,4492
889,77080,32240
890,43151,429
891,33267,19184
892,111184,11009
893,25356,200
894,1021,2251
895,9201,5593
896,9201,5594
897,105465,8795
898,103948,28440
899,104068,31677
900,37402,14684
901,25358,14684
902,13987,2401
903,20254,2879
904,23226,5511
905,92373,9730
906,37141,21371
907,37141,18311
908,4429,4188
909,4427,9a9835f66056fdaf971255ce9820d807
910,4432,2255
911,9204,5625
912,27797,1151
913,63998,23067
914,119581,9daff5a3cfbbb2bbb3a00e45861aeb4b
915,53953,655
916,32418,2317
917,30711,442
918,1022,880
919,89347,2646
920,20788,2646
921,104739,4299
922,111395,4299
923,17323,10125
924,14027,2320
925,33141,8309
926,13650,7785
927,17845,10400
928,40290,18105
929,16938,9878
930,54344,4053
931,22575,3632
932,13996,2444
933,23250,1154
934,63999,18286
935,4430,4322
936,4428,4080
937,9217,3405
938,43156,7575
939,17325,3364
940,95438,9519
941,53954,4887
942,119591,14306
943,104033,1c1f3cc323c2cbeeb3534c5587729183
944,33288,19203
945,1030,79e90b7c7701d0e183203fefb503afdc
946,25372,2626
947,22587,13266
948,20272,4126
949,14007,453
950,9220,4593
951,23266,6575
952,64023,31863
953,64023,10644ebefe0fbfe81b2c43fabc44a9ab
954,15546,5022
955,119461,3842
956,4464,4282
957,4380,2643
958,27815,276
959,27815,a78e0711c4772e2d3a9d80bfbbe294f2
960,30728,7201
961,95472,1111
962,1039,453
963,33358,13627
964,14012,16
965,13661,7984
966,23275,1154
967,104053,55919
968,27827,578365d5d8a1827e2b48d226f87a6b61
969,36137,20942
970,17333,2258
971,20281,6333
972,4465,1bb290960c95cda6942e138b851ed26b
973,30730,264f0babf5d42037af9d9ec1a5d16cbd
974,75056,49755fa23c6986938b4f636cbf7c4ee2
975,9232,2768
976,119942,3182
977,71724,353
978,43164,561
979,1047,164
980,33369,f32c3349247e76c49ad06b83907a7d71
981,23321,3292
982,14018,7663
983,95580,51349
984,30750,3274
985,30750,5983
986,20291,4279
987,17349,9370
988,1051,208
989,32520,4459
990,43166,561
991,25390,538
992,25390,2646
993,33370,2480
994,13705,8016
995,22615,12097
996,23359,13588
997,104135,ed23c3e9ea4aa5586dd96b4358b2f290
998,14046,8209
999,14046,8210
1000,95583,235
1001,30751,ee7d2e68cfe6cd60122e692d0b252027
1002,64116,f3b68fc8ed46d09df042ce66cb287d82
1003,17355,10146
1004,33373,4782
1005,23138,8601
1006,23138,35291
1007,20295,3062
1008,13707,8018
1009,43171,4066
1010,23410,1124
1011,1056,147
1012,28421,147
1013,72274,9499
1014,14055,8213
1015,95595,21245
1016,4496,897
1017,77491,42045
1018,104139,25810
1019,43172,592
1020,1064,208
1021,3530,2639
1022,14069,196
1023,13725,200
1024,20298,11747
1025,20297,11747
1026,20299,11747
1027,20300,11747
1028,20301,11747
1029,20296,11747
1030,4523,980
1031,56449,5760
1032,22648,2377
1033,120213,37233
1034,23464,7263
1035,33380,11703
1036,50001,16640
1037,9285,5660
1038,13733,2253
1039,104153,261
1040,14070,9873171823410352b8694c2568ef2805
1041,1070,2305
1042,11533,2305
1043,16135,479
1044,20302,11748
1045,43178,4066
1046,22655,3274
1047,22655,60748070ba9bb32f0186c6b093088efd
1048,4578,4359
1049,25401,4145
1050,64201,c5f2f90b86ae709dc9858c22aa5c7ec0
1051,17390,3274
1052,17390,10159
1053,33414,8430
1054,23465,3172
1055,25405,14715
1056,9300,804
1057,4580,192
1058,14075,8228
1059,43190,821
1060,24675,14402
1061,22657,13301
1062,33472,6992
1063,64206,35179
1064,86631,22623
1065,86631,46921
1066,104884,38524
1067,20305,11750
1068,1083,880
1069,2838,278
1070,2849,16
1071,2847,463
1072,104309,26580
1073,25406,14717
1074,120218,310af0058b0641255f037b07fefbcb88
1075,53974,7959
1076,14079,2505
1077,4588,415
1078,20331,11763
1079,30772,a9c5d33ac1baa6c83cf5c27509c15ca4
1080,1085,233
1081,83317,3819
1082,2955,3837
1083,95669,3173
1084,25409,6990
1085,22671,1142
1086,33476,9543
1087,9313,183
1088,111710,3332
1089,13793,3549
1090,104360,3274
1091,104360,51574
1092,14087,4412
1093,4593,4364
1094,23473,3e4360ead531780a397ad5277cb28755
1095,30773,17891
1096,64223,35196
1097,64223,33a4b83a628b1551660ef6e71bf2c68d
1098,13794,272
1099,53984,12943
1100,120247,21456
1101,43231,10405
1102,20641,d5c754779d808259a6c309f54d6f2923
1103,1090,2320
1104,17412,2918
1105,52403,3316
1106,20337,259
1107,9324,101f524990ddc3e48892a72a0ce2d599
1108,14104,4248
1109,22687,702
1110,4596,688
1111,104121,15510
1112,113719,66937
1113,30795,17891
1114,104464,20750
1115,95710,6c84add00d94c1548d4eb47fa49c7d48
1116,64247,912
1117,13812,7535
1118,33546,329
1119,20352,8969
1120,25414,14725
1121,22689,1154
1122,43248,24691
1123,9334,5679
1124,14113,3926
1125,53986,10405
1126,30810,17901
1127,1125,2374
1128,100232,54418
1129,95711,660
1130,33617,13405
1131,120683,4907
1132,20374,11793
1133,27871,15582
1134,9344,5684
1135,17419,283
1136,22691,702
1137,13820,235
1138,28494,3243
1139,13819,4614
1140,13817,8081
1141,13818,4017
1142,44030,3733
1143,17021,3815
1144,53993,27403
1145,1136,567
1146,59315,11424
1147,83257,2407
1148,46026,3788
1149,100783,4354
1150,4653,4354
1151,104480,31863
1152,104480,51263
1153,95712,660
1154,23496,10127
1155,120910,7244
1156,9347,23deaeb62c24fddcef67c9191233890a
1157,17422,6173
1158,64403,7c78e5f253e8d831e0f1a47752befafa
1159,22704,185
1160,27872,16197
1161,13830,2474
1162,1141,2401
1163,4661,1013
1164,60576,3184
1165,63462,95b3e5d7dafefd763d4449bc4d9ce73b
1166,4659,4385
1167,33654,1143
1168,20384,269
1169,54007,4887
1170,9352,3376
1171,17428,10186
1172,95875,51465
1173,64415,35301
1174,14136,787
1175,13835,199
1176,25419,6a3964138202ca54b72abb910aa589f2
1177,104527,510
1178,54014,2733
1179,1146,152
1180,2291,335
1181,6447,4826
1182,20406,246
1183,17429,3409
1184,104423,5876
1185,4678,4392
1186,10320,7c1f1e6f0182aaea4626ac22867ac60d
1187,23512,7263
1188,54018,17230
1189,29060,5300
1190,1178,2258
1191,96083,4427
1192,30324,9474
1193,22738,381
1194,33669,19408
1195,20407,246
1196,64425,27721
1197,14138,224
1198,79445,4313
1199,9369,3346
1200,19293,4395
1201,112148,19308
1202,4689,4395
1203,23513,13773
1204,22753,2310
1205,57988,185
1206,54025,12943
1207,1208,1186
1208,3113,457
1209,17465,2886
1210,14927,8709
1211,9370,5728
1212,64430,6af6f5d00d792597b272f249d5fbf1ac
1213,43307,24734
1214,14141,224
1215,104697,34742
1216,33682,3949
1217,25426,2613
1218,25426,3274
1219,22756,13377
1220,54031,582
1221,17468,d895e13f5cc5be04c4273fed083fc9b9
1222,1265,2563
1223,79469,4198
1224,14143,8269
1225,43297,24725
1226,13869,795
1227,22763,185
1228,25427,3251
1229,96211,10419
1230,20416,2849
1231,121053,10939
1232,121053,32250
1233,64437,5529
1234,54039,fcc9bd7f2156da0a1432abaf61a7fa8e
1235,79491,41452
1236,25429,3666
1237,4702,4400
1238,46662,3679
1239,1279,521
1240,104768,4779
1241,43305,332
1242,45867,2377
1243,54267,18298
1244,26273,3706
1245,14151,728
1246,14149,2494
1247,27884,b556971ba39ee2ed7c566a81dd78dfc8
1248,20418,2849
1249,20418,2850
1250,9419,5744
1251,17479,8485
1252,54043,2733
1253,23538,b4c5750287efc8ab0fcac6e99680c22f
1254,64439,ac7bda67a933874eec930c64cd6a8743
1255,14183,3588
1256,79493,41452
1257,30827,14771
1258,1282,246
1259,22773,160
1260,104783,56202
1261,27887,16150
1262,43384,7278
1263,4714,4402
1264,20420,2944
1265,17485,78cdb08222279ec5bfdecbfd836e3aab
1266,64444,35327
1267,14184,3588
1268,96422,2810
1269,96422,6833
1270,13911,3811
1271,20429,11832
1272,22795,1154
1273,104790,31863
1274,104790,50471
1275,25437,14715
1276,64445,35327
1277,17492,876
1278,1300,185
1279,21809,12736
1280,14186,3588
1281,27888,11482
1282,27890,11482
1283,27891,11482
1284,27892,11482
1285,27893,11482
1286,27894,11482
1287,27895,11482
1288,27896,11482
1289,27897,11482
1290,96444,51939
1291,96444,51694
1292,22808,13407
1293,22809,13407
1294,22807,13407
1295,20435,11839
1296,64453,351
1297,20558,3763
1298,13939,4003
1299,17494,7399
1300,54074,eed95b04732d13a4b3513c68edb0dff7
1301,25440,9098
1302,27899,3991
1303,22812,702
1304,2747,283
1305,1302,160
1306,2746,2606
1307,112104,843
1308,121403,8669
1309,96460,4003
1310,104858,31863
1311,104858,56073
1312,107293,660
1313,73498,3154
1314,20441,3437
1315,45250,15835
1316,72649,25824
1317,25443,b3a3dc1ebf808b236dc891f62880f3b5
1318,79690,43492
1319,17503,10235
1320,14196,584
1321,13940,4003
1322,16769,9788
1323,64503,3343
1324,43610,660
1325,33445,13473
1326,22828,13422
1327,104863,56104
1328,121574,6216
1329,20459,5056
1330,1303,2605
1331,2641,3720
1332,25445,14750
1333,86118,5479
1334,17507,7190
1335,14206,263
1336,64513,10281
1337,20462,5056
1338,22831,10010
1339,1311,852
1340,24222,2886
1341,54123,21473
1342,92802,b9789425e467c6840c5e6944700630f9
1343,61761,12867
1344,70077,33323
1345,9452,3482
1346,33772,2518
1347,25448,d03099f55338d5638ff5818f6aedc16c
1348,17513,10241
1349,31352,18197
1350,14223,943
1351,20464,5056
1352,96528,b8612762550e8d2740374f709e3a5166
1353,54125,16745
1354,104895,22031
1355,108147,37461
1356,22834,10010
1357,43739,4500
1358,9475,4647
1359,17539,3549
1360,13964,181
1361,1316,253
1362,23625,10852
1363,25450,515
1364,64639,660
1365,20465,5056
1366,96572,23804
1367,122189,49699
1368,4796,4420
1369,64641,3301
1370,17541,3549
1371,22850,1154
1372,13974,335
1373,25452,14761
1374,79848,6aca35b902829f51e9edabc614bb624d
1375,20476,11869
1376,54133,1176
1377,36649,9011
1378,52049,158
1379,65,145
1380,9480,a63344122023ed11318f248bd1f04ee6
1381,64658,13226
1382,17552,3549
1383,27927,15880
1384,79856,3635
1385,87203,7325
1386,13988,5241
1387,13989,38027d3f7577d1c57e7a3f680ff73c3e
1388,106752,6493
1389,33799,6493
1390,43773,10852
1391,1344,253
1392,9481,3480
1393,74,149
1394,22875,702
1395,101940,43850
1396,105090,31470
1397,23693,8735
1398,64709,3811
1399,36362,8492
1400,17553,3549
1401,30901,3799
1402,13992,5241
1403,54144,10363
1404,56434,2377
1405,96662,52153
1406,79885,6994
1407,1347,2644
1408,43774,515
1409,64781,14986
1410,22912,1154
1411,9488,178
1412,112,206
1413,17558,5279
1414,4811,4423
1415,25465,14123
1416,30904,515
1417,14013,8191
1418,96686,852
1419,20482,3733
1420,17567,3475
1421,98306,7346
1422,1349,374
1423,105133,56104
1424,64784,534
1425,116,23244
1426,14020,8195
1427,22918,4804
1428,22914,414e56e31f535cdb3f52165da106c911
1429,27931,ac811329d24c302700914a7e6bd49dbc
1430,96701,660
1431,17573,460
1432,20483,3733
1433,79917,029e369724c12e5a978e2eb4e627783c
1434,23756,7346
1435,1350,2643
1436,54150,5863
1437,22927,11805
1438,96709,9261
1439,126,220
